"@SammieLynnsMom @tg10781 ORG"
"Goodnight PERSON"
"sseee PERSON"
"today DATE"
"Naples GPE"
"tomorrow DATE"
"N.E.R.D. GPE"
"Maroon 5 ORG"
"MTV ORG"
"Tonight Stars in Vordingborg WORK_OF_ART"
"all nighter TIME"
"tonight TIME"
"Today DATE"
"13th ORDINAL"
"tomorrow DATE"
"today DATE"
"Madden PERSON"
"TWO CARDINAL"
"Monday DATE"
"morning TIME"
"PvP PRODUCT"
"next Friday DATE"
"the 24th DATE"
"Swayzes Venue FAC"
"RT @therealadamwest GPE"
"Sunday DATE"
"82 years DATE"
"tuesday DATE"
"RT ORG"
"Tonight TIME"
"2 CARDINAL"
"30 CARDINAL"
"Beautiful Ladies WORK_OF_ART"
"RT PERSON"
"3 CARDINAL"
"UNM ORG"
"COP LAW"
"65 years DATE"
"Oct . DATE"
"2 CARDINAL"
"this week DATE"
"almost 2 weeks DATE"
"tonight TIME"
"This Week DATE"
"The Drama Edition : WORK_OF_ART"
"this week DATE"
"http://bit.ly/bwop5U RT @RespectJustinB PERSON"
"Justin ORG"
"28 28 2 DATE"
"Justin ORG"
"just 9.99 $ MONEY"
"today DATE"
"4 CARDINAL"
"today DATE"
"a long weekend DATE"
"this week DATE"
"WIN FREE ORG"
"106 CARDINAL"
"WORTH SCHOOL SUPPLY N ORG"
"@joemcelderry91 http://ow.ly/i/3TYe @whitneytweets @matthewlawton ORG"
"Wonder Woman WORK_OF_ART"
"Sagittarians NORP"
"the day DATE"
"today 5 pm AEST TIME"
"Sat 18th Sept DATE"
"this bad day DATE"
"Sacramento GPE"
"CA GPE"
"tonight TIME"
"two CARDINAL"
"Adam Beyer PERSON"
"Swedish Techno Pioneer ORG"
"http://bit.ly/c1E0I1 PERSON"
"Friday DATE"
"today DATE"
"The Weekend Grind EVENT"
"8-10pm TIME"
"tonight TIME"
"Canada Team s ORG"
"next week DATE"
"Calcio ORG"
"a couple more days DATE"
"RT @anabekoa : ORG"
"this bad day DATE"
"250g 360-s QUANTITY"
"@raytida Travelling PERSON"
"first ORDINAL"
"one CARDINAL"
"one CARDINAL"
"Jenny PERSON"
"supeeer GPE"
"today DATE"
"john PERSON"
"@TrustL33 PERSON"
"the day DATE"
"Jets ORG"
"Rex Ryan PERSON"
"this week DATE"
"OH GPE"
"a stressful week DATE"
"Goodnight PERSON"
"Sara B PERSON"
"tonight TIME"
"Business Alliance ORG"
"Murkowski PERSON"
"Friday DATE"
"three CARDINAL"
"AK GPE"
"The end of another week DATE"
"MTS ORG"
"today DATE"
"Lilia PERSON"
"U FASTIN PERSON"
"WE IZ UP ORG"
"FOODZ ORG"
"# CARDINAL"
"1 CARDINAL"
"tonight TIME"
"tonight TIME"
"LMaO @StarryEyedJoeJ PERSON"
"PSD ORG"
"week DATE"
"1st year DATE"
"a week DATE"
"Riley ORG"
"today DATE"
"patate mai c long PERSON"
"kan m ORG"
"ss4 ORG"
"third ORDINAL"
"tonight TIME"
"Jim Rohn RT PERSON"
"@GhostAdventures PERSON"
"tonight TIME"
"tonight TIME"
"HPU pau PERSON"
"the day DATE"
"Aloha GPE"
"Friday DATE"
"Twitpic ORG"
"Saturday DATE"
"First Baptist ORG"
"Harvard ORG"
"a week DATE"
"the Middle East LOC"
"c u n ORG"
"Yanni PERSON"
"some day DATE"
"XD ORG"
"guud PERSON"
"a few years DATE"
"LIVESTRONG Day DATE"
"10-02-10 DATE"
"5 CARDINAL"
"http://tinyurl.com/3a5qeu6 PERSON"
"Day 51 HLs DATE"
"Marcus Bentley PERSON"
"BB11 GPE"
"week DATE"
"Dinner & ORG"
"one CARDINAL"
"delaware GPE"
"106 CARDINAL"
"WORTH SCHOOL SUPPLY N ORG"
"May DATE"
"today DATE"
"11 - 17 DATE"
"September DATE"
"China GPE"
"tomorrow DATE"
"10 CARDINAL"
"Friday DATE"
"Scooter Braun PERSON"
"2 CARDINAL"
"RT @MATTHARDYBRAND PERSON"
"Dad , &quot ORG"
"88th ORDINAL"
"Manchester GPE"
"tomorrow DATE"
"BA 2910 ORG"
"Barbados GPE"
"Sunday @KSSchro DATE"
"Disney movies &amp ORG"
"four fucking years DATE"
"Cisco AND Juniper ORG"
"America GPE"
"612 CARDINAL"
"AC ORG"
"a long week DATE"
"tonight TIME"
"four CARDINAL"
"3 CARDINAL"
"@bougiemagazine NORP"
"today DATE"
"VMA ORG"
"first ORDINAL"
"one CARDINAL"
"Berkeley ORG"
"Oct 6th DATE"
"2 day DATE"
"2 CARDINAL"
"2 CARDINAL"
"3 CARDINAL"
"6 CARDINAL"
"this week DATE"
"RACHELLE ORG"
"gonnauh PERSON"
"u GPE"
"tonight TIME"
"RT @rockerfuckerak PERSON"
"Sunday DATE"
"2 days DATE"
"Sunday DATE"
"morning TIME"
"New Life ORG"
"09:00 TIME"
"11:00 - www.NLCLive.com DATE"
"Earlier this week DATE"
"FDA ORG"
"Margaret Hamburg PERSON"
"Hawaii GPE"
"@PaddiStone ORG"
"BG PERSON"
"Kom deze maand PERSON"
"denk ik niet PERSON"
"next week DATE"
"Parijs GPE"
"allemaal toetsen en presentaties enzo &gt . ORG"
"@basboeit Een groeiproces PERSON"
"de ruimste zin van het woord ORG"
"Ik arriveerde PERSON"
"5 kilo QUANTITY"
"Gelukkig viel ik er deze PERSON"
"weer uit PERSON"
"7 CARDINAL"
"@dieSIBdie ORG"
"Cebu GPE"
"today DATE"
"Tryna PERSON"
"today DATE"
"iTake PERSON"
"Warrior ORG"
"my morning TIME"
"Rashad PERSON"
"1497-$3497 MONEY"
"WWW ORG"
"Jorge PERSON"
"2 CARDINAL"
"O The B Devils ORG"
"September DATE"
"Today DATE"
"the last day DATE"
"Facebook ORG"
"3 CARDINAL"
"london GPE"
"tomorrow DATE"
"Saturday DATE"
"Casitas PERSON"
"Luna Lounge ORG"
"http://twitpic.com/2pdt30 ORG"
"this week DATE"
"Kay PERSON"
"3 DATE"
"today DATE"
"today DATE"
"tonight TIME"
"Italian Sausage ORG"
"Swiss NORP"
"Ripe Tomatoes PERSON"
"YESSSSS ORG"
"tonight TIME"
"RT PERSON"
"tonight TIME"
"Two CARDINAL"
"the late December DATE"
"http://tumblr.com/xx9iucxjw PERSON"
"one CARDINAL"
"@MakethisRalate ORG"
"Elliot Miner PERSON"
"3 CARDINAL"
"tomorrow night TIME"
"next week DATE"
"@IZONModels ORG"
"OH GPE"
"Lindsay Lohan PERSON"
"30 days DATE"
"Playboy - LAW"
"10 October 2010 DATE"
"Slovenia GPE"
"October 2010 DATE"
"first ORDINAL"
"4Dbling s place QUANTITY"
"monday DATE"
"party party party ORG"
"3 CARDINAL"
"tonight TIME"
"Jill PERSON"
"L Artful Pumpkins Ladies Long Sleeve ORG"
"all year DATE"
"Ben PERSON"
"Gigli PERSON"
"September DATE"
"Davidson PERSON"
"Blount PERSON"
"today DATE"
"a wicked weekend DATE"
"today DATE"
"TeamWonder ORG"
"Wats PERSON"
"tonight TIME"
"All Night Skate Session WORK_OF_ART"
"tomorrow night TIME"
"tonight TIME"
"Badd Badd Badd Badd PERSON"
"tonight #blackholidays TD MONEY"
"Jakes Day PERSON"
"-Roald Dahl RT @jerilthompson PERSON"
"WaPo ORG"
"Bush PERSON"
"$4T MONEY"
"Treasury ORG"
"4 MONEY"
"Obama PERSON"
"#blackandyellow PERSON"
"today DATE"
"theday DATE"
"sum1 WORK_OF_ART"
"adolf PERSON"
"every week DATE"
"john wertheim PERSON"
"barksdale ORG"
"friday DATE"
"night TIME"
"Ehrlich PERSON"
"Larry Bird PERSON"
"Joel Ward PERSON"
"tip van iemand PERSON"
"vorige PERSON"
"begonnen ORG"
"een whiskydieet PERSON"
"hij PERSON"
"nu al 3 PERSON"
"Student - Trusty House ORG"
"Pet Sitter ORG"
"22 year old DATE"
"the week DATE"
"the weekend DATE"
"TGIF PERSON"
"FRIDAY DATE"
"Friday DATE"
"today DATE"
"Tonight TIME"
"09:00 pm TIME"
"Burnaby 8Rinks FAC"
"tonight TIME"
"US GPE"
"32.00 MONEY"
"Tuesday DATE"
"22 PDT TIME"
"Donnie Hathaway PERSON"
"ANW PRODUCT"
"Lindsay Lohan PERSON"
"Lindsay PERSON"
"an hour ago TIME"
"tonight TIME"
"@jdsamson ORG"
"The Echo . ORG"
"today DATE"
"w/santana ORG"
"4 CARDINAL"
"Thai NORP"
"tonight TIME"
"Today DATE"
"2 CARDINAL"
"RT @angelfrmcanada ORG"
"RT this &amp ORG"
"KraftFightsHunger PRODUCT"
"@FeedingAmerica Give GPE"
"weeks DATE"
"Club Penguin FUN Art Drawings :) ORG"
"Hahaha GPE"
"EVERYTIME ORG"
"like years DATE"
"Fayette County GPE"
"HOPEFULLY I CAN C ORG"
"night TIME"
"RT PERSON"
"Nick Jonas PERSON"
"Standard ORG"
"LA GPE"
"tonight TIME"
"today DATE"
"Kathy PERSON"
"1 CARDINAL"
"6 CARDINAL"
"Lindsay Lohan PERSON"
"23 days DATE"
"Soulja Boy | PERSON"
"Nov 2 , 2010 DATE"
"souljaboytellem-iga.ning.com ORG"
"4 CARDINAL"
"Tuesday DATE"
"tonight or morning TIME"
"2 CARDINAL"
"this Sunday DATE"
"Cruciverbalist NORP"
"@jjburdett PERSON"
"years DATE"
"RECLAMATION PERSON"
"@marcorubio PERSON"
"50 CARDINAL"
"Photography Contest Pictures ORG"
"August 2010 DATE"
"next week DATE"
"Tiger Woods PERSON"
"a billion dollars MONEY"
"a year DATE"
"nintendo sega PERSON"
"Juicy PRODUCT"
"hhmmm PERSON"
"saturday DATE"
"Hehehehehe PERSON"
"weekend DATE"
"saturday DATE"
"daij PERSON"
"sunday DATE"
"saturday DATE"
"evening TIME"
"sunday DATE"
"evenin TIME"
"monday DATE"
"tonight TIME"
"# CARDINAL"
"3 CARDINAL"
"http://tinyurl.com/246946v PERSON"
"Sony/Bud Light 3D ORG"
"Saturday DATE"
"tomorrow DATE"
"Search iTunes ORG"
"15-year-old DATE"
"@_Flik GPE"
"next week DATE"
"tonight TIME"
"US GPE"
"Lindsay Lohan PERSON"
"AINT PERSON"
"# CARDINAL"
"TRANSPORTER ORG"
"E4 PRODUCT"
"this weeks DATE"
"Steve Dave Podcast PERSON"
"Rick Ross PERSON"
"Drake PERSON"
"the same day DATE"
"2 CARDINAL"
"Today DATE"
"18 Sep 10 07:50 TIME"
"6.0 CARDINAL"
"Gust PERSON"
"22.0 CARDINAL"
"0.0 CARDINAL"
"4.0 CARDINAL"
"tucson GPE"
"tonight TIME"
"@jonronson PERSON"
"one day DATE"
"Odyssey PERSON"
"the West Demo Coming to PlayStation Network ORG"
"September DATE"
"JFK PERSON"
"@bobburnquist ORG"
"1st ORDINAL"
"today DATE"
"1000 MONEY"
"100% PERCENT"
"Bonus , Bonus Code : win2bet WORK_OF_ART"
"tonight TIME"
"today DATE"
"tomorrow DATE"
"last day DATE"
"50 CARDINAL"
"10 CARDINAL"
"today DATE"
"Imma PERSON"
"tomorrow DATE"
"one CARDINAL"
"#win # MONEY"
"this weekend DATE"
"today DATE"
"Lounge22 Powered ORG"
"http://go.cort.com/5f PERSON"
"5 days DATE"
"Eli PERSON"
"@TylerHilton PERSON"
"twitteris GPE"
"Joe PERSON"
"Ft Mitchell FAC"
"today DATE"
"Soulja Boy PERSON"
"Nov 2 , 2010 DATE"
"dnt knw PERSON"
"imean NORP"
"qassin GPE"
"RT PERSON"
"tonight TIME"
"10mins ago DATE"
"15 million CARDINAL"
"every year DATE"
"#world # MONEY"
"tonight TIME"
"Shoutsout PERSON"
"Jarred Gidley PERSON"
"UOEM ORG"
"tuesday DATE"
"one CARDINAL"
"nice day DATE"
"@BundleHunt ORG"
"today DATE"
"yesterday DATE"
"ben PERSON"
"4 years DATE"
"tonight TIME"
"Morgan Le Fays ORG"
"the school year DATE"
"3 Day One DATE"
"Ten CARDINAL"
"ten CARDINAL"
"Eduardo Surita PERSON"
"@Cromwell Field ORG"
"today DATE"
"18:00 TIME"
"LA GPE"
"tomorrow DATE"
"yaaaay PERSON"
"5 CARDINAL"
"http://bit.ly/9Uqiu5 ORG"
"je Gert Jan RT @m_candelaria PERSON"
"Crocs ORG"
"538 days DATE"
"13 hours 14 minutes 38 seconds TIME"
"today DATE"
"2 CARDINAL"
"RT @dengshot PERSON"
"two CARDINAL"
"$4 w/ MONEY"
"today DATE"
"IndulgeLivingVA ORG"
"http://tinyurl.com/2fd6yba BBL ORG"
"tonight TIME"
"EBL tmrw ORG"
"Euroleague ORG"
"NBA ORG"
"League Pass ORG"
"California GPE"
"Accident Hours Before DUI Class EVENT"
"early morning TIME"
"http://bit.ly/aiHEvj GPE"
"PureTragedy PRODUCT"
"two CARDINAL"
"week DATE"
"3 CARDINAL"
"tonight TIME"
"frat house ORG"
"Hattiesburg GPE"
"1s CARDINAL"
"Daytime TIME"
"today DATE"
"54 years DATE"
"3 million CARDINAL"
"Steve PERSON"
"Carly PERSON"
"Megan PERSON"
"Josh PERSON"
"TODAY DATE"
"DAY 2 DATE"
"TEACHER GPE"
"2 CARDINAL"
"YEAAAAHHHH PERSON"
"AGUANT ORG"
"today DATE"
"Cyber-Ark to ORG"
"Privileged Identity Managem ORG"
"@speedy1013 ORG"
"night TIME"
"@jimmyfallon ORG"
"years DATE"
"Great Day EVENT"
"This Week DATE"
"The Drama Edition http://dlvr.it/5RfHy WORK_OF_ART"
"#dontsettle # MONEY"
"today DATE"
"Friday DATE"
"Today DATE"
"http://francescoandreone.blogspot.com/2010/09/banksy-makes-social-commentary-art.html PERSON"
"@wethekings ORG"
"Stetson PERSON"
"November DATE"
"RT @TMZ : PRODUCT"
"Lindsay Lohan PERSON"
"last week DATE"
"TMZ ORG"
"Pope PERSON"
"tomorrow DATE"
"third ORDINAL"
"Today DATE"
"today DATE"
"@Yeweezii Jst PERSON"
"4 CARDINAL"
"the title &lt ORG"
"nov 23 DATE"
"FRIDAY DATE"
"LOVEEE PERSON"
"@Mayuko_115 PERSON"
"@ffhelper GPE"
"Jewish NORP"
"Phil PERSON"
"tonight TIME"
"the Society of Mining and Metallurgy Engineers ORG"
"@JuicylyJas iiqht im ORG"
"sunday DATE"
"Beer PERSON"
"White Eagle PERSON"
"Japan GPE"
"SulahShauchalay PRODUCT"
"Brandy PERSON"
"2 days DATE"
"Eskorte ORG"
"2 years DATE"
"4 CARDINAL"
"July DATE"
"Tuesday-Fight Night DATE"
"Fight Club ORG"
"Chicago GPE"
"@lukeymoore PERSON"
"tomorrow DATE"
"@ALiNA_BlahxD nein GPE"
"das ist die PERSON"
"von meinem bruder PERSON"
"aber bei ihm staubt PERSON"
"nur ein :D ORG"
"jetzt kann ich PERSON"
"one CARDINAL"
"106 CARDINAL"
"WORTH SCHOOL SUPPLY N ORG"
"tonight TIME"
"@hoggy_allday DATE"
"Monday DATE"
"FDA ORG"
"#FDACV # MONEY"
"17 Oct 2010 DATE"
"10:28 am TIME"
"@SneakyLix ORG"
"tonight TIME"
"a month DATE"
"dia PERSON"
"vou ver PERSON"
"less than 20 seconds ago TIME"
"como saben ORG"
"days DATE"
"love u FAC"
"Sarah Jessica Parker PERSON"
"Gwen Stefani Wrap Up PERSON"
"New York Fa GPE"
"Big Sam PERSON"
"MTV ORG"
"these days DATE"
"15th ORDINAL"
"RT & ORG"
"tomorrow noon TIME"
"TX-Fort Worth ORG"
"@HackinTimSeeley FAC"
"@KatiesPizza GPE"
"#playwithyourfood MONEY"
"this Sunday DATE"
"1 CARDINAL"
"USA GPE"
"tonight TIME"
"San Francisco 18:00 GPE"
"Jennifer PERSON"
"Hoegaarden FAC"
"next week DATE"
"U.S. GPE"
"ILoveDC RT @BieberPledge EVENT"
"Imma Still Be Rockin Out ORG"
"tonight TIME"
"Kick-Ass PERSON"
"tonight TIME"
"u tryna kick PERSON"
"100 MONEY"
"Visa ORG"
"http://www.alimartell.com/index.php/2010/09/14/its-the-most-wonderful-time-of-the-year-and-im-about-to-make-it-100-better @TulsaTornado PERSON"
"30 CARDINAL"
"#teamlesbian #teamstud ayyy & MONEY"
"@danibuono ORG"
"TeamiPhone RT ORG"
"Shomari PERSON"
"Ocutta Time PERSON"
"ps tambn PERSON"
"amooo peroo la otra tambn PERSON"
"the week end DATE"
"jus PERSON"
"tonight TIME"
"New boyz PERSON"
"LOL r u busy ORG"
"the next day DATE"
"@JRKandDDubLuva GPE"
"week DATE"
"2 CARDINAL"
"today DATE"
"Figgy Soda PERSON"
"Rose Press w/ ORG"
"Year 10 DATE"
"''smiley ORG"
"six CARDINAL"
"Shreveport GPE"
"Lake Charles -might FAC"
"BMT ORG"
"Lake Charles LOC"
"Private Practice ORG"
"this year DATE"
"Miley PERSON"
"Miley ORG"
"Mandy PERSON"
"@stephaniebriggs Jumped ORG"
"iPod ORG"
"FUUCCCKKKK PERSON"
"TIME ORG"
"Orange &amp ORG"
"tonight TIME"
"07:30 - 09:30 pm TIME"
"2002ish CARDINAL"
"first ORDINAL"
"Today DATE"
"Pepsi ORG"
"Coke ORG"
"MLIA PERSON"
"Quotealicious RT WORK_OF_ART"
"week DATE"
"SoftScrub ORG"
"midnight tonight TIME"
"miami GPE"
"every five minutes TIME"
"Today DATE"
"a good day DATE"
"RT @foxyscot30 PERSON"
"London GPE"
"tomorrow DATE"
"Gay P ORG"
"JFK PERSON"
"@usnOOzin Ahh Steve NORP"
"every week DATE"
"CyberNation Sky ORG"
"Stephen Fry PERSON"
"October 1 DATE"
"http://bit.ly/aWoRmo NORP"
"first ORDINAL"
"four CARDINAL"
"first ORDINAL"
"3 CARDINAL"
"over 500 million years MONEY"
"2007 DATE"
"Lindsay Lohan PERSON"
"23 days DATE"
"today DATE"
"Lelystad - za PERSON"
"tekenaar van Vos en Haas PERSON"
"FlevoMeer Bibliotheek Lelystad WORK_OF_ART"
"Teddy P PERSON"
"106 CARDINAL"
"WORTH SCHOOL SUPPLY N ORG"
"dozens CARDINAL"
"UFlex ORG"
"a month DATE"
"RT @LightCMS ORG"
"Day 6 DATE"
"10 CARDINAL"
"@LightCMS - RT ORG"
"http://speaklight.com/iPad PERSON"
"today DATE"
"Willingham PERSON"
"first ORDINAL"
"Today DATE"
"Friday DATE"
"tonight TIME"
"800 miles QUANTITY"
"3 CARDINAL"
"ACC ORG"
"Friday DATE"
"Fave CARDINAL"
"SS 2011 Fashion Week ORG"
"Jason Wu PERSON"
"http://bit.ly/brsV4V LOC"
"@lofolulu ORG"
"Chicago GPE"
"November DATE"
"@LOFOLULU PERSON"
"today DATE"
"7th ORDINAL"
"loveit PRODUCT"
"Bono Mack PERSON"
"Barbara Boxer PERSON"
"today DATE"
"http://tinyurl.com/2bhyuq7 PERSON"
"LA GPE"
"LAST WEEK DATE"
"XX http://ow.ly/2G4KX I HATE MY MOTHER ORG"
"Dee PERSON"
"74 CARDINAL"
"February DATE"
"march 1st DATE"
"tomorrow DATE"
"S RT ORG"
"THiS day DATE"
"MEAN ORG"
"# CARDINAL"
"tonight TIME"
"tonight TIME"
"@tach47 PERSON"
"Wednesday DATE"
"Saturday DATE"
"morning TIME"
"Great week DATE"
"yesterday DATE"
"KRISTEN BELL ORG"
"the day DATE"
"Costco Irvine PERSON"
"today DATE"
"Today DATE"
"tomorrow DATE"
"Wisconsin GPE"
"a few days DATE"
"Muslim NORP"
"6 Nov DATE"
"Weekend Movie News Wrap Up WORK_OF_ART"
"July 11 , 2010 DATE"
"tomorow on day DATE"
"@pjames PERSON"
"Seahawk ORG"
"sunday DATE"
"441 CARDINAL"
"588mins CARDINAL"
"only two days DATE"
"Home-Going ORG"
"Break-Online EVENT"
"Saturday 04:30 pm- 06:00 pm TIME"
"the day DATE"
"this month DATE"
"summer DATE"
"# CARDINAL"
"blackholidays ORG"
"today DATE"
"Pretty Little Liars WORK_OF_ART"
"UK GPE"
"October 18 DATE"
"2 CARDINAL"
"testin pos PERSON"
"5litre CARDINAL"
"today DATE"
"Lmaao GPE"
"Stairs PERSON"
"One CARDINAL"
"Roger Waters PERSON"
"KLH ORG"
"tonight TIME"
"06:45 TIME"
"Thursday , Sept DATE"
"11:00 a.m. TIME"
"the Student Centre at Centennial College ( Progress Campus ORG"
"Scarborough GPE"
"Soyrizo PRODUCT"
"Soyrizo ORG"
"17:00 TODAY TIME"
"a few minutes ago TIME"
"autumn DATE"
"tomorrow DATE"
"tonight TIME"
"sixteen DATE"
"@BornThisWayBaby ORG"
"#monsterlove MONEY"
"duhh PERSON"
"800 CARDINAL"
"Amber Le Bon WORK_OF_ART"
"Giles Deacon s PERSON"
"Monday DATE"
"Nov . 2 , 2010 DATE"
"@SouljaBoy Game ORG"
"Widener PERSON"
"tonight TIME"
"07:30 TIME"
"a month or so DATE"
"today DATE"
"two CARDINAL"
"three CARDINAL"
"Mayday Parade &amp ORG"
"Maine GPE"
"16 days DATE"
"next year DATE"
"Tuesday DATE"
"night TIME"
"@Kybil Hmm ORG"
"Tuesday DATE"
"today DATE"
"tonight TIME"
"mid week DATE"
"the winter DATE"
"@uppercasem GPE"
"the big day DATE"
"@TheRealDavidgs PERSON"
"Shhhhhhh PERSON"
"Drycleaners PERSON"
"tonight TIME"
"Holla PERSON"
"ur boi 30 Mosques FAC"
"30 Days DATE"
"@Laureluxe LOC"
"today DATE"
"PART 10 DATE"
"barfy PERSON"
"Stephen PERSON"
"RT @askyfullofstars ORG"
"InOMN10 PRODUCT"
"Moon PERSON"
"Sept 18 DATE"
"http://is.gd/ffDFE Also ORG"
"today DATE"
"Monday DATE"
"TURNS ORG"
"friday DATE"
"the other day DATE"
"@yanxfan24 GPE"
"Tuesday DATE"
"first ORDINAL"
"David PERSON"
"Brando PERSON"
"the first half DATE"
"Saturday DATE"
"Glover Park PERSON"
"9 CARDINAL"
"DC GPE"
"today DATE"
"some days DATE"
"today DATE"
"Renee PERSON"
"http://bit.ly/cPZU6A PERSON"
"3 CARDINAL"
"5:59 TIME"
"today DATE"
"friday DATE"
"O West B Indies ORG"
"Daren B Powell PERSON"
"third ORDINAL"
"tonight TIME"
"tonight TIME"
"today DATE"
"Silva PERSON"
"tonight TIME"
"Yesterday DATE"
"Today DATE"
"tonight TIME"
"today DATE"
"Joaquin Phoenix PERSON"
"Modern Day DATE"
"Andy Kaufman PERSON"
"http://bit.ly/aUZ2on PERSON"
"2 CARDINAL"
"15 CARDINAL"
"today DATE"
"six CARDINAL"
"Pakistan GPE"
"England GPE"
"LONDON GPE"
"Sept 17 DATE"
"Reuters ORG"
"Umar Gul PERSON"
"http://bit.ly/ckNyMG PERSON"
"tomorrow DATE"
"friday DATE"
"Pope PERSON"
"Today DATE"
"3 :) overnight TIME"
"tonight TIME"
"gheyyyy Morning PERSON"
"today DATE"
"# CARDINAL"
"MelbourneTomorrow WORK_OF_ART"
"MAC ORG"
"Thousands CARDINAL"
"Christine O'Donnell PERSON"
"today DATE"
"http://bit.ly/9nTWQw PERSON"
"2 CARDINAL"
"night TIME"
"Cowboy ORG"
"Da Bears ORG"
"44 CARDINAL"
"1985 DATE"
"BEARDOWN ORG"
"Private Practice ORG"
"this year DATE"
"RT @pinkbikeralph ORG"
"tonight TIME"
"1309 sansom PERSON"
"Copa EVENT"
"@giapo GPE"
"6 Month DATE"
"Tick Cats 5 lbs &amp PRODUCT"
"#supplies #pet # MONEY"
"SFO ORG"
"Crown College ORG"
"tomorrow DATE"
"2 pm TIME"
"Eagles GPE"
"Tomorrow DATE"
"Saturday DATE"
"Aka # PERSON"
"#TnR # MONEY"
"#marley #bobmarley MONEY"
"second day in a row DATE"
"two weeks DATE"
"Empire State Building ORG"
"last evening TIME"
"States GPE"
"10 CARDINAL"
"Beautiful day DATE"
"Chicago GPE"
"Florida GPE"
"Bradley Soccer ORG"
"tonight TIME"
"juss for me &lt ORG"
"3 CARDINAL"
"hahaha @NiccoleG ORG"
"Eminem ORG"
"Chelsea Handler PERSON"
"4 8 CARDINAL"
"4.8 CARDINAL"
"http://bit.ly/blPqIH PERSON"
"#ZodiacFacts MONEY"
"Gemini PRODUCT"
"today DATE"
"69 CARDINAL"
"whittier PERSON"
"Love WORK_OF_ART"
"tonight TIME"
"today DATE"
"Elliot Miner PERSON"
"3 xx September DATE"
"1st ORDINAL"
"Exodus Porter ORG"
"today DATE"
"winter DATE"
"years ago DATE"
"JC x Lmao .. PERSON"
"RT PERSON"
"today DATE"
"LOOOK PERSON"
"39 @godsgirl8494 PERSON"
"3 8 CARDINAL"
"jus tryna PERSON"
"tonight TIME"
"soo coldd PERSON"
"@waxromeo &amp @fordinho ORG"
"03:12 TIME"
"the day DATE"
"tommorrow DATE"
"a big day DATE"
"wipro s ORG"
"Day 27 - Day DATE"
"30 day DATE"
"nini knws wsup ha ORG"
"today DATE"
"Cachupas PRODUCT"
"tomorrow DATE"
"ganna PERSON"
"Chin PERSON"
"First ORDINAL"
"May DATE"
"Pizza Hut ORG"
"Pizza ORG"
"five hours TIME"
"# DATE"
"32nd Anniversary DATE"
"3rd ORDINAL"
"#StarWars # MONEY"
"joe PERSON"
"2 days DATE"
"Taorminaa PERSON"
"John Chiles PERSON"
"Mike Davis PERSON"
"Texas GPE"
"John Chiles PERSON"
"Saturday DATE"
"Buut PERSON"
"tonight TIME"
"Liffey GPE"
"tomorrow DATE"
"3 CARDINAL"
"Christmas DATE"
"only 98 days DATE"
"two weeks DATE"
"SUENALO PERSON"
"MIAMI W/ SHAKEMODE ORG"
"today DATE"
"19:00 TIME"
"O Agora B WORK_OF_ART"
"Spanish NORP"
"Alex Amenabar PERSON"
"Rachel Weisz PERSON"
"Oct 9 DATE"
"wens ur bdayy GPE"
"the 17 of March 2010 DATE"
"an extra $2/month MONEY"
"these days DATE"
"twitpic ur PERSON"
"friday DATE"
"one CARDINAL"
"next week DATE"
"Willow Smith PERSON"
"9 years old DATE"
"Lil Mama/ Benjamin Button PERSON"
"tomorrow-Sunday DATE"
"3 CARDINAL"
"the day DATE"
"O - &gt O ORG"
"tomorrow DATE"
"Vegas GPE"
"the weekend DATE"
"tonight TIME"
"May 7 , 2011 DATE"
"Friday DATE"
"night TIME"
"Avin PERSON"
"T4 ORG"
"Jasmin GPE"
"Friday DATE"
"FRIDAY DATE"
"AINT ORG"
"today DATE"
"francis preps asssss . PERSON"
"friday DATE"
"Ralph Lauren PERSON"
"Oscar de la Renta PERSON"
"Gwen Stefani &amp ORG"
"410 CARDINAL"
"november DATE"
"one CARDINAL"
"O http://schmap.it/98hCOt ORG"
"17 CARDINAL"
"9 CARDINAL"
"10 O years DATE"
"@maureenjohnson PERSON"
"tonight TIME"
"Saturday DATE"
"tomorrow DATE"
"Sunday DATE"
"tonight TIME"
"first ORDINAL"
"this O week DATE"
"Thursday DATE"
"5 CARDINAL"
"Friday DATE"
"today DATE"
"tonight TIME"
"September DATE"
"17 CARDINAL"
"2010 DATE"
"Two CARDINAL"
"Mike B 's PERSON"
"yesterday DATE"
"next O week DATE"
"friday DATE"
"first ORDINAL"
"yesterday DATE"
"60 O years DATE"
"60 CARDINAL"
"tonight TIME"
"tonight TIME"
"today DATE"
"two CARDINAL"
"tomorrow DATE"
"this O week DATE"
"today DATE"
"the Fearless Tour EVENT"
"the golden ages DATE"
"http://tumblr.com/xbhiucqso WORK_OF_ART"
"tomorrow DATE"
"night TIME"
"tonight TIME"
"Belief PERSON"
"@WestonLockley GPE"
"October 11 DATE"
"the HTC Desire Z earlier LAW"
"Lo PERSON"
"horner PERSON"
"#uspro MONEY"
"Ione GPE"
"tomorrow DATE"
"http://ow.ly/2G4ti ORG"
"First Avenue FAC"
"7th ORDINAL"
"Sep 29 , 2010 DATE"
"3 CARDINAL"
"4 CARDINAL"
"UK GPE"
"tonight TIME"
"Hyper V PRODUCT"
"2008 DATE"
"2008 DATE"
"R2 PRODUCT"
"Thursday DATE"
"last week DATE"
"Ash PERSON"
