,sequence,sequence_tok
9720,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9721,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9722,"In my underwear, drinking red wine &amp; smoking, while painting the next American masterpiece to hang on my wall is making for a damn good day.","['In', 'my', 'underwear,', 'drinking', 'red', 'wine', '&amp;', 'smoking,', 'while', 'painting', 'the', 'next', 'American', 'masterpiece', 'to', 'hang', 'on', 'my', 'wall', 'is', 'making', 'for', 'a', 'damn', 'good', 'day.']"
9723,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9724,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9725,"LIKE NO I FUCKING HATE SCHOOL, IT GETS IN THE WAY OF EVERYTHING","['LIKE', 'NO', 'I', 'FUCKING', 'HATE', 'SCHOOL,', 'IT', 'GETS', 'IN', 'THE', 'WAY', 'OF', 'EVERYTHING']"
9726,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9727,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9728,@thats_smileybro the hell lol,"['@thats_smileybro', 'the', 'hell', 'lol']"
9729,"NCSA Football guys, check out the link below. A FREE Football Combine is taking place Saturday, October 31st in SC. https://t.co/WN45zef9tr","['NCSA', 'Football', 'guys,', 'check', 'out', 'the', 'link', 'below.', 'A', 'FREE', 'Football', 'Combine', 'is', 'taking', 'place', 'Saturday,', 'October', '31st', 'in', 'SC.', 'https://t.co/WN45zef9tr']"
9730,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9731,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9732,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9733,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9734,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9735,@king_MANII the Muslim girl from work _��� &amp; she ain't really Muslim she had that thing off with a ponytail _���_���,"['@king_MANII', 'the', 'Muslim', 'girl', 'from', 'work', '_���', '&amp;', 'she', ""ain't"", 'really', 'Muslim', 'she', 'had', 'that', 'thing', 'off', 'with', 'a', 'ponytail', '_���_���']"
9736,"According to the internet I haven't found the ""right one""","['According', 'to', 'the', 'internet', 'I', ""haven't"", 'found', 'the', '""right', 'one""']"
9737,@PeitaTweets haha. Good to know. I make the best feijoa apple crumble _��_,"['@PeitaTweets', 'haha.', 'Good', 'to', 'know.', 'I', 'make', 'the', 'best', 'feijoa', 'apple', 'crumble', '_��_']"
9738,"Entering the final week of our free trial, there are 5 days left for any parent wanting to enrol their child! #Kumon https://t.co/7r6eyABt2c","['Entering', 'the', 'final', 'week', 'of', 'our', 'free', 'trial,', 'there', 'are', '5', 'days', 'left', 'for', 'any', 'parent', 'wanting', 'to', 'enrol', 'their', 'child!', '#Kumon', 'https://t.co/7r6eyABt2c']"
9739,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9740,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9741,"@flicktures Didn't say I didn't love the man, but as a football player he was average. This team would currently be no better with him here.","['@flicktures', ""Didn't"", 'say', 'I', ""didn't"", 'love', 'the', 'man,', 'but', 'as', 'a', 'football', 'player', 'he', 'was', 'average.', 'This', 'team', 'would', 'currently', 'be', 'no', 'better', 'with', 'him', 'here.']"
9742,It amazes me that fans actually get excited about the prospect of playing us _���,"['It', 'amazes', 'me', 'that', 'fans', 'actually', 'get', 'excited', 'about', 'the', 'prospect', 'of', 'playing', 'us', '_���']"
9743,"I posted 5 photos on Facebook in the album ""October Cover Photo Submissions"" https://t.co/pCLE22Fh20","['I', 'posted', '5', 'photos', 'on', 'Facebook', 'in', 'the', 'album', '""October', 'Cover', 'Photo', 'Submissions""', 'https://t.co/pCLE22Fh20']"
9744,"Donna Karan�۪s Challenging Second Act: The iconic fashion designer on why leaving her namesake label was ""heart... https://t.co/7CBW6WBKiu","['Donna', 'Karan�۪s', 'Challenging', 'Second', 'Act:', 'The', 'iconic', 'fashion', 'designer', 'on', 'why', 'leaving', 'her', 'namesake', 'label', 'was', '""heart...', 'https://t.co/7CBW6WBKiu']"
9745,@sheaofficialmum @MarkCherrington E-mail us spoke@edmontonbikes.ca if it ends up not the right size or needing any work. thespoke.ca,"['@sheaofficialmum', '@MarkCherrington', 'E-mail', 'us', 'spoke@edmontonbikes.ca', 'if', 'it', 'ends', 'up', 'not', 'the', 'right', 'size', 'or', 'needing', 'any', 'work.', 'thespoke.ca']"
9746,@BiancaLaVic @DanHRothschild @rossssc no I did not. I attacked your attempt to change the traditional LEGAL definition of a half-breed.,"['@BiancaLaVic', '@DanHRothschild', '@rossssc', 'no', 'I', 'did', 'not.', 'I', 'attacked', 'your', 'attempt', 'to', 'change', 'the', 'traditional', 'LEGAL', 'definition', 'of', 'a', 'half-breed.']"
9747,What if China sent back fake VP and the real one is still in Beijing?,"['What', 'if', 'China', 'sent', 'back', 'fake', 'VP', 'and', 'the', 'real', 'one', 'is', 'still', 'in', 'Beijing?']"
9748,This BSU bus driver has the heat blasting when it's 50 degrees outside. Excuse me while I pass out from heat exhaustion.,"['This', 'BSU', 'bus', 'driver', 'has', 'the', 'heat', 'blasting', 'when', ""it's"", '50', 'degrees', 'outside.', 'Excuse', 'me', 'while', 'I', 'pass', 'out', 'from', 'heat', 'exhaustion.']"
9749,@destinationroms @Romsey33 Can someone share that poster in the Romsey Community Gp on FB?,"['@destinationroms', '@Romsey33', 'Can', 'someone', 'share', 'that', 'poster', 'in', 'the', 'Romsey', 'Community', 'Gp', 'on', 'FB?']"
9750,"Blackwater Valley out of hours services for mental health sufferers wins national award: 
 The mental health, ... https://t.co/WLS13MuxNA","['Blackwater', 'Valley', 'out', 'of', 'hours', 'services', 'for', 'mental', 'health', 'sufferers', 'wins', 'national', 'award:', '\n', 'The', 'mental', 'health,', '...', 'https://t.co/WLS13MuxNA']"
9751,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9752,https://t.co/miYAuiSOD0 like and subscribe to the channel https://t.co/Z98FEt2kM7,"['https://t.co/miYAuiSOD0', 'like', 'and', 'subscribe', 'to', 'the', 'channel', 'https://t.co/Z98FEt2kM7']"
9753,@platepeople @LeeLambchop Definitely agree that autumn is the best time of the year. The colours of the season are stunning. #FBLikeHour,"['@platepeople', '@LeeLambchop', 'Definitely', 'agree', 'that', 'autumn', 'is', 'the', 'best', 'time', 'of', 'the', 'year.', 'The', 'colours', 'of', 'the', 'season', 'are', 'stunning.', '#FBLikeHour']"
9754,@NoUse4_A_Name The universe hates us. Its true.,"['@NoUse4_A_Name', 'The', 'universe', 'hates', 'us.', 'Its', 'true.']"
9755,These comments from men in the CNN article I just Tweeted about women in tech are absolutely unacceptable. https://t.co/OkQDx3qZdW,"['These', 'comments', 'from', 'men', 'in', 'the', 'CNN', 'article', 'I', 'just', 'Tweeted', 'about', 'women', 'in', 'tech', 'are', 'absolutely', 'unacceptable.', 'https://t.co/OkQDx3qZdW']"
9756,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9757,The past three days have just sucked and for no reason,"['The', 'past', 'three', 'days', 'have', 'just', 'sucked', 'and', 'for', 'no', 'reason']"
9758,"Check In: The Hobbit: The Battle of the Five Armies��(2014)

So Thorin died? 

https://t.co/lZytHUGNkt","['Check', 'In:', 'The', 'Hobbit:', 'The', 'Battle', 'of', 'the', 'Five', 'Armies��(2014)\n\nSo', 'Thorin', 'died?', '\n\nhttps://t.co/lZytHUGNkt']"
9759,"[@Thrill_Killer]

��� the blonde is engulfed by a pool of her own blood, and the sensation creates nausea; her porcelain skin paler than ���","['[@Thrill_Killer]\n\n���', 'the', 'blonde', 'is', 'engulfed', 'by', 'a', 'pool', 'of', 'her', 'own', 'blood,', 'and', 'the', 'sensation', 'creates', 'nausea;', 'her', 'porcelain', 'skin', 'paler', 'than', '���']"
9760,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9761,"If it hadn't been for Cotton-Eye Joe
I'd been married long time ago
I shouldn't have had the reception
Before the wedding. This song is long","['If', 'it', ""hadn't"", 'been', 'for', 'Cotton-Eye', ""Joe\nI'd"", 'been', 'married', 'long', 'time', 'ago\nI', ""shouldn't"", 'have', 'had', 'the', 'reception\nBefore', 'the', 'wedding.', 'This', 'song', 'is', 'long']"
9762,@rtpubertygoals @Greghoran87 you're the best brother ever !,"['@rtpubertygoals', '@Greghoran87', ""you're"", 'the', 'best', 'brother', 'ever', '!']"
9763,i'm the happiest person alive when i'm around you,"[""i'm"", 'the', 'happiest', 'person', 'alive', 'when', ""i'm"", 'around', 'you']"
9764,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9765,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9766,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9767,A freshman just cut me in the line for pasta Monday... Pray for him. _���_ٍ�,"['A', 'freshman', 'just', 'cut', 'me', 'in', 'the', 'line', 'for', 'pasta', 'Monday...', 'Pray', 'for', 'him.', '_���_ٍ�']"
9768,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9769,Thank you so for supporting my campaign @dgibson254! Don't forget to vote #6 on the ballot for Homecoming Queen! _���_��� https://t.co/26UzcjFlxg,"['Thank', 'you', 'so', 'for', 'supporting', 'my', 'campaign', '@dgibson254!', ""Don't"", 'forget', 'to', 'vote', '#6', 'on', 'the', 'ballot', 'for', 'Homecoming', 'Queen!', '_���_���', 'https://t.co/26UzcjFlxg']"
9770,"Wow, so cool.
Glowforge - the 3D laser printer https://t.co/7EPQ7446mb","['Wow,', 'so', 'cool.\nGlowforge', '-', 'the', '3D', 'laser', 'printer', 'https://t.co/7EPQ7446mb']"
9771,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9772,When u forget that just having the genderqueer flag on your avi doesn't mean that everyone is fully aware,"['When', 'u', 'forget', 'that', 'just', 'having', 'the', 'genderqueer', 'flag', 'on', 'your', 'avi', ""doesn't"", 'mean', 'that', 'everyone', 'is', 'fully', 'aware']"
9773,Do you know who are awesome? My 12 new followers in the last day! Growing with https://t.co/dri4nKHbGi,"['Do', 'you', 'know', 'who', 'are', 'awesome?', 'My', '12', 'new', 'followers', 'in', 'the', 'last', 'day!', 'Growing', 'with', 'https://t.co/dri4nKHbGi']"
9774,Eye going to the left _���_��_,"['Eye', 'going', 'to', 'the', 'left', '_���_��_']"
9775,Well the secret is out: @TylerRichMusic and I are the same person... #catfished #Gary27 https://t.co/bEPH9zOoec,"['Well', 'the', 'secret', 'is', 'out:', '@TylerRichMusic', 'and', 'I', 'are', 'the', 'same', 'person...', '#catfished', '#Gary27', 'https://t.co/bEPH9zOoec']"
9776,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9777,The Blues line up for a quick click ahead of their 2-1 defeat of Gangtok Himalayan SC in the DSK Cup. #BFCvGHSC https://t.co/DS6QZjki3Q,"['The', 'Blues', 'line', 'up', 'for', 'a', 'quick', 'click', 'ahead', 'of', 'their', '2-1', 'defeat', 'of', 'Gangtok', 'Himalayan', 'SC', 'in', 'the', 'DSK', 'Cup.', '#BFCvGHSC', 'https://t.co/DS6QZjki3Q']"
9778,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9779,Kindle book 5-HTP The Serotonin Connection is beautifully terrific - https://t.co/xnhwoTgkv3,"['Kindle', 'book', '5-HTP', 'The', 'Serotonin', 'Connection', 'is', 'beautifully', 'terrific', '-', 'https://t.co/xnhwoTgkv3']"
9780,Always strapped.. When I hit the club. Niggas give me dap.. Bitches give me hugs,"['Always', 'strapped..', 'When', 'I', 'hit', 'the', 'club.', 'Niggas', 'give', 'me', 'dap..', 'Bitches', 'give', 'me', 'hugs']"
9781,#Win an @88rdr limited edition watch with #Entourage: the Movie with @HeyUGuys https://t.co/is7TkO5Whb https://t.co/qRWvC1ebXf,"['#Win', 'an', '@88rdr', 'limited', 'edition', 'watch', 'with', '#Entourage:', 'the', 'Movie', 'with', '@HeyUGuys', 'https://t.co/is7TkO5Whb', 'https://t.co/qRWvC1ebXf']"
9782,The end.,"['The', 'end.']"
9783,@THE_ELPRESADOR spayed?,"['@THE_ELPRESADOR', 'spayed?']"
9784,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9785,@NFL @Chargers that was ALL in garbage time lmao Raiders weren't even trying in the 4th,"['@NFL', '@Chargers', 'that', 'was', 'ALL', 'in', 'garbage', 'time', 'lmao', 'Raiders', ""weren't"", 'even', 'trying', 'in', 'the', '4th']"
9786,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9787,"Missing my Beautiful Niece #London she on the #WestCoast Balling ��_�����_���_��_ @ Jackson, Mississippi https://t.co/eyvmXEyqZG","['Missing', 'my', 'Beautiful', 'Niece', '#London', 'she', 'on', 'the', '#WestCoast', 'Balling', '��_�����_���_��_', '@', 'Jackson,', 'Mississippi', 'https://t.co/eyvmXEyqZG']"
9788,Nigeria doesn't have leaders that's are interested in the people and standard of living yet.,"['Nigeria', ""doesn't"", 'have', 'leaders', ""that's"", 'are', 'interested', 'in', 'the', 'people', 'and', 'standard', 'of', 'living', 'yet.']"
9789,@AcaciaBrinley what made you think of the idea to get it done?,"['@AcaciaBrinley', 'what', 'made', 'you', 'think', 'of', 'the', 'idea', 'to', 'get', 'it', 'done?']"
9790,"Another photo to show the detail, and superb craftsmanship, of the fenders for our #CedarRocket!��_ https://t.co/89yC4NkeNp","['Another', 'photo', 'to', 'show', 'the', 'detail,', 'and', 'superb', 'craftsmanship,', 'of', 'the', 'fenders', 'for', 'our', '#CedarRocket!��_', 'https://t.co/89yC4NkeNp']"
9791,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9792,MICHIGAN! Don't miss us tonight in Pontiac at The Pike room! Tickets here: https://t.co/4z370Szdeb https://t.co/YniyQbw6L6,"['MICHIGAN!', ""Don't"", 'miss', 'us', 'tonight', 'in', 'Pontiac', 'at', 'The', 'Pike', 'room!', 'Tickets', 'here:', 'https://t.co/4z370Szdeb', 'https://t.co/YniyQbw6L6']"
9793,2 tweeps followed me in the past day. Feels great! Do you also want to feel awesome? Check out https://t.co/Ey1nL6Vfhn,"['2', 'tweeps', 'followed', 'me', 'in', 'the', 'past', 'day.', 'Feels', 'great!', 'Do', 'you', 'also', 'want', 'to', 'feel', 'awesome?', 'Check', 'out', 'https://t.co/Ey1nL6Vfhn']"
9794,"News at 9: Accent training has skyrocketed to the 1# highest grossing business in Texas, following the new gun laws. https://t.co/D644RPBjr5","['News', 'at', '9:', 'Accent', 'training', 'has', 'skyrocketed', 'to', 'the', '1#', 'highest', 'grossing', 'business', 'in', 'Texas,', 'following', 'the', 'new', 'gun', 'laws.', 'https://t.co/D644RPBjr5']"
9795,2 tweeps unfollowed (goodbye!) me in the past day. Thank you https://t.co/d780eyt6Vj.,"['2', 'tweeps', 'unfollowed', '(goodbye!)', 'me', 'in', 'the', 'past', 'day.', 'Thank', 'you', 'https://t.co/d780eyt6Vj.']"
9796,Never been so home sick smh. xmas is around the corner tho _���,"['Never', 'been', 'so', 'home', 'sick', 'smh.', 'xmas', 'is', 'around', 'the', 'corner', 'tho', '_���']"
9797,Last little peak before the Star Wars mash up is revealed �_�� https://t.co/Ai3ctFz4Uf,"['Last', 'little', 'peak', 'before', 'the', 'Star', 'Wars', 'mash', 'up', 'is', 'revealed', '�_��', 'https://t.co/Ai3ctFz4Uf']"
9798,"@RealDiscoDonnie @MotyCM @TexasEDMFamily I understand why it's complicated tho cuz you have all the people like me who didn't ""buy"" a ticket","['@RealDiscoDonnie', '@MotyCM', '@TexasEDMFamily', 'I', 'understand', 'why', ""it's"", 'complicated', 'tho', 'cuz', 'you', 'have', 'all', 'the', 'people', 'like', 'me', 'who', ""didn't"", '""buy""', 'a', 'ticket']"
9799,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9800,"Against all odds, ""The Walking Dead"" has found new life https://t.co/gzeImQUD7e�� https://t.co/13lwNmWAdg","['Against', 'all', 'odds,', '""The', 'Walking', 'Dead""', 'has', 'found', 'new', 'life', 'https://t.co/gzeImQUD7e��', 'https://t.co/13lwNmWAdg']"
9801,@joseinm47 @MartinoMoto @ValeYellow46 @lorenzo99 it was not the same! Smh at that time Lorenzo had a way bigger advantage in the champ...,"['@joseinm47', '@MartinoMoto', '@ValeYellow46', '@lorenzo99', 'it', 'was', 'not', 'the', 'same!', 'Smh', 'at', 'that', 'time', 'Lorenzo', 'had', 'a', 'way', 'bigger', 'advantage', 'in', 'the', 'champ...']"
9802,Gamma rays from the galactic center are probably not from dark matter: https://t.co/pDm71DnEz6. More on the excess: https://t.co/K5xCKznGOw,"['Gamma', 'rays', 'from', 'the', 'galactic', 'center', 'are', 'probably', 'not', 'from', 'dark', 'matter:', 'https://t.co/pDm71DnEz6.', 'More', 'on', 'the', 'excess:', 'https://t.co/K5xCKznGOw']"
9803,"Where's the data? | Hashtags Are Worsening Citizen-Police Divide, US @FBI Director Claims https://t.co/8L7wUexjxM","[""Where's"", 'the', 'data?', '|', 'Hashtags', 'Are', 'Worsening', 'Citizen-Police', 'Divide,', 'US', '@FBI', 'Director', 'Claims', 'https://t.co/8L7wUexjxM']"
9804,THIS IS THE BEST DAY EVER WOW,"['THIS', 'IS', 'THE', 'BEST', 'DAY', 'EVER', 'WOW']"
9805,it the respect it really deserves. Just.. Gravel. :/,"['it', 'the', 'respect', 'it', 'really', 'deserves.', 'Just..', 'Gravel.', ':/']"
9806,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9807,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9808,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9809,This is great news! What's the cheapest you've found gas in your area?? https://t.co/mvpO0ugxFJ,"['This', 'is', 'great', 'news!', ""What's"", 'the', 'cheapest', ""you've"", 'found', 'gas', 'in', 'your', 'area??', 'https://t.co/mvpO0ugxFJ']"
9810,Heather Armstrong (Dooce) on the Art of Dealing with Online Criticism https://t.co/QLcvKS60c5 https://t.co/gqvYdBAjMB,"['Heather', 'Armstrong', '(Dooce)', 'on', 'the', 'Art', 'of', 'Dealing', 'with', 'Online', 'Criticism', 'https://t.co/QLcvKS60c5', 'https://t.co/gqvYdBAjMB']"
9811,The amount of cops that sit @ theta chi _���,"['The', 'amount', 'of', 'cops', 'that', 'sit', '@', 'theta', 'chi', '_���']"
9812,@foxxyasian when are you gonna come visit us and see the new trap house .??,"['@foxxyasian', 'when', 'are', 'you', 'gonna', 'come', 'visit', 'us', 'and', 'see', 'the', 'new', 'trap', 'house', '.??']"
9813,I'm gonna fight the dog next door if it doesn't stop howling,"[""I'm"", 'gonna', 'fight', 'the', 'dog', 'next', 'door', 'if', 'it', ""doesn't"", 'stop', 'howling']"
9814,"I-10 West, a crash in the Broadway Curve is off left. No lane restrictions.","['I-10', 'West,', 'a', 'crash', 'in', 'the', 'Broadway', 'Curve', 'is', 'off', 'left.', 'No', 'lane', 'restrictions.']"
9815,"59 and 1/2 Mulberry Street,��c1890 https://t.co/zg2N83EfWc https://t.co/kn8V1vs6jw","['59', 'and', '1/2', 'Mulberry', 'Street,��c1890', 'https://t.co/zg2N83EfWc', 'https://t.co/kn8V1vs6jw']"
9816,there is a kid riding a hover board around the halls of north Forsyth,"['there', 'is', 'a', 'kid', 'riding', 'a', 'hover', 'board', 'around', 'the', 'halls', 'of', 'north', 'Forsyth']"
9817,@JavierVasques1 the best thing is they look better than last night !! # usuallyotherwayaround,"['@JavierVasques1', 'the', 'best', 'thing', 'is', 'they', 'look', 'better', 'than', 'last', 'night', '!!', '#', 'usuallyotherwayaround']"
9818,Ive predicted the last 2 draws for city now..fuck this im doing the lottery. _���,"['Ive', 'predicted', 'the', 'last', '2', 'draws', 'for', 'city', 'now..fuck', 'this', 'im', 'doing', 'the', 'lottery.', '_���']"
9819,"Want to feel old? That's weird, why do you want to do that? Ok fine, the Bazinga guy is in his 40s. Shut up.","['Want', 'to', 'feel', 'old?', ""That's"", 'weird,', 'why', 'do', 'you', 'want', 'to', 'do', 'that?', 'Ok', 'fine,', 'the', 'Bazinga', 'guy', 'is', 'in', 'his', '40s.', 'Shut', 'up.']"
9820,Looks like @firefox support for Push Messages will be in the next release (42). Cool stuff. PushMessageData in 44. https://t.co/YEpUQ2AjFS,"['Looks', 'like', '@firefox', 'support', 'for', 'Push', 'Messages', 'will', 'be', 'in', 'the', 'next', 'release', '(42).', 'Cool', 'stuff.', 'PushMessageData', 'in', '44.', 'https://t.co/YEpUQ2AjFS']"
9821,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9822,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9823,@lridessa .....and here come the masses of people wanting you to add them.,"['@lridessa', '.....and', 'here', 'come', 'the', 'masses', 'of', 'people', 'wanting', 'you', 'to', 'add', 'them.']"
9824,_���_���_��� this man makes my love for the game _ُ� soooooo REAL!  https://t.co/yw5LKXCq8x,"['_���_���_���', 'this', 'man', 'makes', 'my', 'love', 'for', 'the', 'game', '_ُ�', 'soooooo', 'REAL!', '', 'https://t.co/yw5LKXCq8x']"
9825,1 tweep followed (thank you!) and nobody unfollowed me in the past day. Thank you https://t.co/o7stEZgjcb.,"['1', 'tweep', 'followed', '(thank', 'you!)', 'and', 'nobody', 'unfollowed', 'me', 'in', 'the', 'past', 'day.', 'Thank', 'you', 'https://t.co/o7stEZgjcb.']"
9826,i dotn know what this means all i could think of was this reaction pic when i saw the pic of louis,"['i', 'dotn', 'know', 'what', 'this', 'means', 'all', 'i', 'could', 'think', 'of', 'was', 'this', 'reaction', 'pic', 'when', 'i', 'saw', 'the', 'pic', 'of', 'louis']"
9827,Wow I've been at my desk all afternoon and the one time I get up is when a client calls me,"['Wow', ""I've"", 'been', 'at', 'my', 'desk', 'all', 'afternoon', 'and', 'the', 'one', 'time', 'I', 'get', 'up', 'is', 'when', 'a', 'client', 'calls', 'me']"
9828,https://t.co/miYAuiSOD0 like and subscribe to the channel https://t.co/XVSE7VPyYc,"['https://t.co/miYAuiSOD0', 'like', 'and', 'subscribe', 'to', 'the', 'channel', 'https://t.co/XVSE7VPyYc']"
9829,Stats for the day have arrived. 1 new follower and NO unfollowers :) via https://t.co/MjWalY87pn.,"['Stats', 'for', 'the', 'day', 'have', 'arrived.', '1', 'new', 'follower', 'and', 'NO', 'unfollowers', ':)', 'via', 'https://t.co/MjWalY87pn.']"
9830,@Nad_Vadva Scottish people are the strangest,"['@Nad_Vadva', 'Scottish', 'people', 'are', 'the', 'strangest']"
9831,I'm with some white girls and they lovin the coca,"[""I'm"", 'with', 'some', 'white', 'girls', 'and', 'they', 'lovin', 'the', 'coca']"
9832,how the fuck is it offending to say that my mom turned gay with the age of 30 after giving birth to two children and a failed marriage,"['how', 'the', 'fuck', 'is', 'it', 'offending', 'to', 'say', 'that', 'my', 'mom', 'turned', 'gay', 'with', 'the', 'age', 'of', '30', 'after', 'giving', 'birth', 'to', 'two', 'children', 'and', 'a', 'failed', 'marriage']"
9833,Follow my la dude @__dope__kid200  _�ӱ_��� lol he on the come up,"['Follow', 'my', 'la', 'dude', '@__dope__kid200', '', '_�ӱ_���', 'lol', 'he', 'on', 'the', 'come', 'up']"
9834,Get Weather Updates from The Weather Channel. 15:39:52,"['Get', 'Weather', 'Updates', 'from', 'The', 'Weather', 'Channel.', '15:39:52']"
9835,"Of all the humans who've never met God face to face, these ones did, and used it to ask Him about washing hands. Matthew 15:2.","['Of', 'all', 'the', 'humans', ""who've"", 'never', 'met', 'God', 'face', 'to', 'face,', 'these', 'ones', 'did,', 'and', 'used', 'it', 'to', 'ask', 'Him', 'about', 'washing', 'hands.', 'Matthew', '15:2.']"
9836,@sexuaI @the this acc is me af it creeps me out,"['@sexuaI', '@the', 'this', 'acc', 'is', 'me', 'af', 'it', 'creeps', 'me', 'out']"
9837,"@DRUDGE_REPORT no joke, we need to remove face masks. The high tech cages make these kids feel they should lead with their head vs shoulder","['@DRUDGE_REPORT', 'no', 'joke,', 'we', 'need', 'to', 'remove', 'face', 'masks.', 'The', 'high', 'tech', 'cages', 'make', 'these', 'kids', 'feel', 'they', 'should', 'lead', 'with', 'their', 'head', 'vs', 'shoulder']"
9838,John cena vines are the best_���_���_���,"['John', 'cena', 'vines', 'are', 'the', 'best_���_���_���']"
9839,The way TI defends Tiny_���_��_&gt;&gt;&gt;&gt;&gt;&gt;&gt;,"['The', 'way', 'TI', 'defends', 'Tiny_���_��_&gt;&gt;&gt;&gt;&gt;&gt;&gt;']"
9840,not really sure how to react to the last episode of twd,"['not', 'really', 'sure', 'how', 'to', 'react', 'to', 'the', 'last', 'episode', 'of', 'twd']"
9841,"I just wanna drive  the lambo, skateboarding is so03 https://t.co/b9YOQTke3S","['I', 'just', 'wanna', 'drive', '', 'the', 'lambo,', 'skateboarding', 'is', 'so03', 'https://t.co/b9YOQTke3S']"
9842,@tellahtruth into poverty. We need to focus on the bad to find ways to be rid of it.,"['@tellahtruth', 'into', 'poverty.', 'We', 'need', 'to', 'focus', 'on', 'the', 'bad', 'to', 'find', 'ways', 'to', 'be', 'rid', 'of', 'it.']"
