,sequences,labels,sequence_tok,ner_BIO_full,ner_BIO_full_0.05,ner_BIO_full_0.1,ner_BIO_full_0.15,ner_BIO_full_0.2
1195,Կորոնավիրուսային հիվանդության իրավիճակը Արցախում : The situation of the coronavirus disease in Artsakh .,"O O O O O O O O O B-virus O O B-location O
","['Կորոնավիրուսային', 'հիվանդության', 'իրավիճակը', 'Արցախում', ':', 'The', 'situation', 'of', 'the', 'coronavirus', 'disease', 'in', 'Artsakh', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'B-location', 'O']","['O', 'O', 'O', 'B-bacterium', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'B-location', 'O']","['I-organization', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'B-organization', 'O', 'O', 'B-location', 'O']","['O', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'B-location', 'O']","['O', 'O', 'O', 'O', 'O', 'I-organization', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'I-bacterium', 'O']"
1196,"Till now , 96,000 houses have been surveyed .","O O O O O O O O O
","['Till', 'now', ',', '96,000', 'houses', 'have', 'been', 'surveyed', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'I-location', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'I-animal', 'O', 'O', 'O', 'I-symptom', 'O', 'O', 'O']"
1197,"At the Springfield - based Baystate Health hospital group , whose president sounded the alarm about a crush of COVID-19 patients four weeks ago , the number of cases has declined .","O O B-location O O B-organization I-organization I-organization I-organization O O B-person O O O O O O O B-person I-person O O O O O O O O O O O
","['At', 'the', 'Springfield', '-', 'based', 'Baystate', 'Health', 'hospital', 'group', ',', 'whose', 'president', 'sounded', 'the', 'alarm', 'about', 'a', 'crush', 'of', 'COVID-19', 'patients', 'four', 'weeks', 'ago', ',', 'the', 'number', 'of', 'cases', 'has', 'declined', '.']","['O', 'O', 'B-location', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-location', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'I-virus', 'O', 'B-animal', 'I-person', 'O', 'O', 'O', 'O', 'I-time', 'O', 'O', 'O', 'O', 'I-time', 'O']","['O', 'O', 'B-location', 'O', 'B-product', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-location', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-bacterium', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I-location', 'O', 'B-location', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'I-organization', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bacterium', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'I-virus', 'O', 'B-bacterium']"
1198,"Photo : Scenic spot of Zhangjiajie Wuling Yuan , Hunan .","O O O O O B-location I-location I-location I-location I-location O
","['Photo', ':', 'Scenic', 'spot', 'of', 'Zhangjiajie', 'Wuling', 'Yuan', ',', 'Hunan', '.']","['O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'I-location', 'O']","['O', 'O', 'O', 'O', 'O', 'B-location', 'B-organization', 'I-location', 'I-location', 'I-location', 'O']","['O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'I-location', 'O']","['O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'I-location', 'O']","['O', 'I-organization', 'O', 'O', 'O', 'B-location', 'I-location', 'I-person', 'I-location', 'I-location', 'O']"
1199,"The government is very concerned about this case in particular because its vaccine levels are so low , he said .","O O O O O O O O O O O O B-product O O O O O O O O
","['The', 'government', 'is', 'very', 'concerned', 'about', 'this', 'case', 'in', 'particular', 'because', 'its', 'vaccine', 'levels', 'are', 'so', 'low', ',', 'he', 'said', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'B-location']","['I-location', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-animal', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'I-time', 'O', 'B-disease', 'O', 'O', 'I-disease', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'I-product', 'O']"
1200,"Meanwhile , two additional cases of healing in the region increased by nine people , and the total of them became 10.520 .","O O B-person I-person I-person O O O O O O O B-person I-person O O O O O O O O O
","['Meanwhile', ',', 'two', 'additional', 'cases', 'of', 'healing', 'in', 'the', 'region', 'increased', 'by', 'nine', 'people', ',', 'and', 'the', 'total', 'of', 'them', 'became', '10.520', '.']","['O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-person', 'O', 'I-person', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'B-product', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-time', 'O']","['O', 'B-organization', 'B-person', 'I-person', 'I-person', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-person', 'I-person', 'I-animal', 'I-bacterium', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-person', 'I-person', 'O', 'O', 'O', 'B-bacterium', 'O', 'O', 'O', 'B-person', 'O']"
1201,"Lift in oil prices spark recovery in stock markets across Asia SYDNEY , NSW , Australia - Stocks in Asia took off on Monday in a flying start to the week .","O O O O O O O O O O B-location B-location O B-location O B-location O O O B-location O O O B-time O O O O O O O O
","['Lift', 'in', 'oil', 'prices', 'spark', 'recovery', 'in', 'stock', 'markets', 'across', 'Asia', 'SYDNEY', ',', 'NSW', ',', 'Australia', '-', 'Stocks', 'in', 'Asia', 'took', 'off', 'on', 'Monday', 'in', 'a', 'flying', 'start', 'to', 'the', 'week', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'B-location', 'O', 'B-location', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'B-location', 'O', 'B-location', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'I-location', 'O', 'O', 'O', 'O']","['B-organization', 'O', 'I-product', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'B-location', 'B-location', 'O', 'I-disease', 'O', 'B-location', 'I-location', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'B-product', 'I-virus', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'B-location', 'O', 'B-location', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'B-animal', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'I-bacterium', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'I-product', 'O', 'B-location', 'O', 'B-location', 'I-person', 'O', 'O', 'B-location', 'I-organization', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1202,"/ . HCM City economy remains strong despite COVID Despite struggling to cope with a COVID-19 resurgence , HCM City managed to achieve positive economic growth in the first seven months of the year , according to the city Statistics Office .","O O B-location I-location O O O O B-disease O O O O O O B-disease O O B-location I-location O O O O O O O O O O O O O O O O O O O B-organization I-organization O
","['/', '.', 'HCM', 'City', 'economy', 'remains', 'strong', 'despite', 'COVID', 'Despite', 'struggling', 'to', 'cope', 'with', 'a', 'COVID-19', 'resurgence', ',', 'HCM', 'City', 'managed', 'to', 'achieve', 'positive', 'economic', 'growth', 'in', 'the', 'first', 'seven', 'months', 'of', 'the', 'year', ',', 'according', 'to', 'the', 'city', 'Statistics', 'Office', '.']","['O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'I-organization', 'O']","['O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'O', 'B-organization', 'I-organization', 'O']","['O', 'O', 'I-organization', 'I-location', 'O', 'O', 'B-animal', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'B-disease', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'B-disease', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'B-symptom', 'B-organization', 'I-organization', 'O']","['O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'B-location', 'I-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-person', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'I-organization', 'O']","['O', 'I-person', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'I-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'I-disease', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'B-disease', 'I-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'I-organization', 'B-location']"
1203,"In order to improve our community experience , we are temporarily suspending article commenting Afghan president was isolated before slipping into exile Afghan President Ashraf Ghani slipped out of his country Sunday in the same way he had led it in recent years — a lonely and isolated figure .","O O O O O O O O O O O O O O B-person I-person O O O O O O O O B-person I-person O O O O O B-time O O O O O O O O O O O O O O O O O O
","['In', 'order', 'to', 'improve', 'our', 'community', 'experience', ',', 'we', 'are', 'temporarily', 'suspending', 'article', 'commenting', 'Afghan', 'president', 'was', 'isolated', 'before', 'slipping', 'into', 'exile', 'Afghan', 'President', 'Ashraf', 'Ghani', 'slipped', 'out', 'of', 'his', 'country', 'Sunday', 'in', 'the', 'same', 'way', 'he', 'had', 'led', 'it', 'in', 'recent', 'years', '—', 'a', 'lonely', 'and', 'isolated', 'figure', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'I-organization', 'O', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-organization', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'O']","['O', 'B-time', 'B-animal', 'B-product', 'B-organization', 'O', 'O', 'O', 'I-animal', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'O', 'B-time', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'I-product', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O']","['O', 'B-organization', 'O', 'O', 'I-virus', 'O', 'O', 'I-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'I-virus', 'I-person', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'I-animal', 'O', 'B-person', 'I-person', 'I-organization', 'O', 'O', 'O', 'O', 'B-time', 'O', 'B-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-location', 'O', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'O']"
1204,The Philippines is one of the most badly hit by the COVID-19 plague .,"O B-location O O O O O O O O O B-disease O O
","['The', 'Philippines', 'is', 'one', 'of', 'the', 'most', 'badly', 'hit', 'by', 'the', 'COVID-19', 'plague', '.']","['O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O']","['O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O']","['O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O']","['O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'B-symptom', 'I-symptom', 'O', 'O', 'B-disease', 'I-product', 'O']","['O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-animal', 'O', 'B-disease', 'O', 'O']"
1205,"Darboy said that besides RSUD Nunukan , there are RSUD Malinau which is also citizen choice for treatment because location is relatively closer .","B-location O O O O B-location O O O O B-location O O O O O O O O O O O O O
","['Darboy', 'said', 'that', 'besides', 'RSUD', 'Nunukan', ',', 'there', 'are', 'RSUD', 'Malinau', 'which', 'is', 'also', 'citizen', 'choice', 'for', 'treatment', 'because', 'location', 'is', 'relatively', 'closer', '.']","['B-location', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-location', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-bacterium', 'O', 'O', 'O']","['B-location', 'O', 'O', 'B-disease', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O']","['B-location', 'O', 'B-bacterium', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-location', 'O', 'O', 'I-organization', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-location', 'I-person', 'O', 'B-animal', 'O', 'B-product', 'O', 'O', 'O', 'I-location', 'O']"
1206,"Meanwhile , Deputy Premier John Barilaro revealed the NSW government has prepared a "" draft "" reopening roadmap for when the state reaches 80 per cent double - dose vaccination in its eligible population .","O O O O B-person I-person O O B-organization I-organization O O O O O O O O O O O O O O O O O O O O O O O O O
","['Meanwhile', ',', 'Deputy', 'Premier', 'John', 'Barilaro', 'revealed', 'the', 'NSW', 'government', 'has', 'prepared', 'a', '""', 'draft', '""', 'reopening', 'roadmap', 'for', 'when', 'the', 'state', 'reaches', '80', 'per', 'cent', 'double', '-', 'dose', 'vaccination', 'in', 'its', 'eligible', 'population', '.']","['O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'B-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'B-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'B-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-bacterium', 'O', 'O', 'O', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'B-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-bacterium', 'O', 'O', 'O', 'B-virus']","['O', 'O', 'O', 'O', 'B-person', 'I-location', 'O', 'B-virus', 'B-location', 'I-organization', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'I-organization', 'O', 'O', 'B-organization', 'O', 'O']"
1207,"Among the study ’ s limitations , the researchers noted that it was a small retrospective review conducted at a single facility .","O O O O O O O O B-person O O O O O O O O O O O O O O
","['Among', 'the', 'study', '’', 's', 'limitations', ',', 'the', 'researchers', 'noted', 'that', 'it', 'was', 'a', 'small', 'retrospective', 'review', 'conducted', 'at', 'a', 'single', 'facility', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'I-disease', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'I-person', 'O', 'O']","['O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-bacterium', 'O', 'O', 'O', 'I-symptom', 'O', 'O', 'O', 'I-time', 'O', 'O', 'O']","['I-product', 'O', 'O', 'O', 'O', 'I-time', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'B-location', 'O', 'O']"
1208,"As a reminder , avian influenza is not transmissible to humans through the consumption of animal food products .","O O O O B-virus I-virus O O O O B-person O O O O O O O O
","['As', 'a', 'reminder', ',', 'avian', 'influenza', 'is', 'not', 'transmissible', 'to', 'humans', 'through', 'the', 'consumption', 'of', 'animal', 'food', 'products', '.']","['O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'O', 'B-person', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'I-person', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-virus', 'I-virus', 'O', 'I-symptom', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I-location', 'B-symptom', 'O', 'O', 'I-product', 'I-virus', 'O', 'O', 'O', 'I-disease', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O']"
1209,What about a third dose ?,"O O O O O O
","['What', 'about', 'a', 'third', 'dose', '?']","['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","['B-organization', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']"
1210,"In a press release , a copy of which arrived at SANA , the Ministry noted that the death toll of coronavirus cases recorded so far in Syria had reached 33323 , including 23599 cases of cure and 2215 deaths .","O O O O O O O O O O O B-organization O O O O O O O O O B-person I-person O O O O B-location O O B-person O O B-person I-person O O O B-person I-person O
","['In', 'a', 'press', 'release', ',', 'a', 'copy', 'of', 'which', 'arrived', 'at', 'SANA', ',', 'the', 'Ministry', 'noted', 'that', 'the', 'death', 'toll', 'of', 'coronavirus', 'cases', 'recorded', 'so', 'far', 'in', 'Syria', 'had', 'reached', '33323', ',', 'including', '23599', 'cases', 'of', 'cure', 'and', '2215', 'deaths', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-person', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-person', 'I-person', 'O']","['O', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'I-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-animal', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-location', 'B-disease', 'O', 'B-person', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'B-disease', 'B-person', 'I-person', 'O']","['O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O', 'O', 'I-person', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-person', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-person', 'I-person', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-person', 'B-symptom', 'O', 'B-person', 'B-symptom', 'O', 'O', 'O', 'B-person', 'I-person', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'B-time', 'O', 'B-person', 'I-person', 'O', 'I-time', 'I-product', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-person', 'I-person', 'O']"
1211,"Usually solitary , he is accompanied for the first time by three young climbers aged 21 , 28 and 33 , who have entrusted their "" honor "" to join a legend of the discipline .","O O O O O O O O O O O B-person I-person I-person O O O O O O O O O O O O O O O O O O O O O O
","['Usually', 'solitary', ',', 'he', 'is', 'accompanied', 'for', 'the', 'first', 'time', 'by', 'three', 'young', 'climbers', 'aged', '21', ',', '28', 'and', '33', ',', 'who', 'have', 'entrusted', 'their', '""', 'honor', '""', 'to', 'join', 'a', 'legend', 'of', 'the', 'discipline', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-time', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-symptom', 'O', 'O', 'I-product', 'O', 'B-disease', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-time', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'I-person', 'I-person', 'B-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'I-time', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
